engineName,submissionDate,powerOutput,pressure,velocity,acceleration,weight
engine_1839,2024-08-17 10:20:16.861694,78,56,89,185,147
engine_1840,2024-09-25 10:20:16.861694,282,201,219,159,186
engine_1841,2024-09-25 10:20:16.861694,157,131,27,56,211
engine_1842,2024-08-08 10:20:16.861694,234,14,10,161,128
engine_1843,2024-08-30 10:20:16.861694,156,80,174,105,142
engine_1844,2024-09-18 10:20:16.861694,131,292,237,99,216
engine_1845,2024-09-04 10:20:16.861694,118,253,275,153,127
engine_1846,2024-07-27 10:20:16.861694,248,175,26,81,82
engine_1847,2024-10-14 10:20:16.861694,269,200,197,83,281
engine_1848,2024-09-26 10:20:16.861694,117,172,239,75,211
engine_1849,2024-10-27 10:20:16.861694,206,109,91,103,102
engine_1850,2024-08-30 10:20:16.861694,191,57,153,56,22
engine_1851,2024-09-05 10:20:16.861694,246,215,131,122,240
engine_1852,2024-08-11 10:20:16.861694,20,14,215,14,142
engine_1853,2024-10-12 10:20:16.861694,223,6,291,33,63
engine_1854,2024-09-07 10:20:16.861694,86,128,285,23,286
engine_1855,2024-08-18 10:20:16.861694,133,202,77,288,28
engine_1856,2024-09-04 10:20:16.861694,26,16,90,70,265
engine_1857,2024-08-23 10:20:16.861694,257,172,280,272,146
engine_1858,2024-07-30 10:20:16.861694,39,104,2,202,86
engine_1859,2024-09-17 10:20:16.861694,270,48,82,233,28
engine_1860,2024-09-10 10:20:16.861694,193,63,96,67,279
engine_1861,2024-10-27 10:20:16.861694,155,21,209,61,27
engine_1862,2024-10-09 10:20:16.861694,169,257,155,70,285
engine_1863,2024-09-17 10:20:16.861694,112,273,161,15,124
engine_1864,2024-09-13 10:20:16.861694,279,38,280,199,287
engine_1865,2024-09-22 10:20:16.861694,28,24,6,90,289
engine_1866,2024-09-01 10:20:16.861694,184,57,271,172,73
engine_1867,2024-09-04 10:20:16.861694,263,22,46,118,96
engine_1868,2024-09-20 10:20:16.861694,35,170,30,22,217
engine_1869,2024-10-19 10:20:16.861694,190,239,233,128,94
engine_1870,2024-10-29 10:20:16.861694,155,228,250,91,226
engine_1871,2024-09-13 10:20:16.861694,285,225,45,37,250
engine_1872,2024-07-27 10:20:16.861694,93,181,96,2,230
engine_1873,2024-08-14 10:20:16.861694,88,208,90,173,234
engine_1874,2024-07-31 10:20:16.861694,110,243,68,13,161
engine_1875,2024-07-26 10:20:16.861694,40,275,147,149,109
engine_1876,2024-08-21 10:20:16.861694,63,184,235,44,34
engine_1877,2024-10-12 10:20:16.861694,285,41,241,125,27
engine_1878,2024-08-30 10:20:16.861694,104,58,61,259,82
engine_1879,2024-10-09 10:20:16.861694,186,103,262,13,295
engine_1880,2024-09-01 10:20:16.861694,134,79,80,57,256
engine_1881,2024-09-23 10:20:16.861694,267,251,6,275,261
engine_1882,2024-08-20 10:20:16.861694,60,215,159,212,252
engine_1883,2024-09-19 10:20:16.861694,205,69,205,159,99
engine_1884,2024-08-30 10:20:16.861694,32,220,27,153,5
engine_1885,2024-10-29 10:20:16.861694,85,292,209,185,102
engine_1886,2024-10-01 10:20:16.861694,103,168,61,230,128
engine_1887,2024-10-16 10:20:16.861694,43,159,204,209,188
engine_1888,2024-09-19 10:20:16.861694,181,267,50,216,195
engine_1889,2024-08-24 10:20:16.861694,17,147,40,272,65
engine_1890,2024-08-31 10:20:16.861694,229,128,170,222,116
engine_1891,2024-08-20 10:20:16.861694,149,237,109,219,286
engine_1892,2024-10-18 10:20:16.861694,260,66,174,114,47
engine_1893,2024-08-04 10:20:16.861694,86,166,52,101,75
engine_1894,2024-08-05 10:20:16.861694,118,259,233,287,177
engine_1895,2024-08-24 10:20:16.861694,59,260,298,124,87
engine_1896,2024-07-28 10:20:16.861694,19,235,81,199,178
engine_1897,2024-09-28 10:20:16.861694,112,153,2,241,290
engine_1898,2024-09-25 10:20:16.861694,263,208,215,85,6
engine_1899,2024-09-09 10:20:16.861694,137,60,143,211,295
engine_1900,2024-08-24 10:20:16.861694,123,177,211,153,203
engine_1901,2024-10-03 10:20:16.861694,163,23,151,224,200
engine_1902,2024-10-28 10:20:16.861694,269,82,41,126,280
engine_1903,2024-08-18 10:20:16.861694,97,16,203,208,126
engine_1904,2024-10-17 10:20:16.861694,247,278,283,132,105
engine_1905,2024-08-16 10:20:16.861694,30,168,242,56,117
engine_1906,2024-08-17 10:20:16.861694,95,137,129,81,277
engine_1907,2024-09-02 10:20:16.861694,55,68,36,266,28
engine_1908,2024-09-09 10:20:16.861694,266,1,133,117,218
engine_1909,2024-08-31 10:20:16.861694,179,282,16,156,85
engine_1910,2024-08-13 10:20:16.861694,59,116,269,271,154
engine_1911,2024-09-04 10:20:16.861694,107,6,144,37,246
engine_1912,2024-10-17 10:20:16.861694,141,292,294,193,280
engine_1913,2024-08-27 10:20:16.861694,218,162,4,2,235
engine_1914,2024-09-07 10:20:16.861694,114,132,247,119,77
engine_1915,2024-10-02 10:20:16.861694,116,33,101,226,87
engine_1916,2024-09-25 10:20:16.861694,142,28,249,27,132
engine_1917,2024-07-27 10:20:16.861694,160,155,138,134,88
engine_1918,2024-09-14 10:20:16.861694,97,116,214,199,166
engine_1919,2024-08-19 10:20:16.861694,2,193,200,214,49
engine_1920,2024-08-09 10:20:16.861694,107,253,141,42,259
engine_1921,2024-11-01 10:20:16.861694,92,258,11,25,287
engine_1922,2024-10-07 10:20:16.861694,243,70,150,17,133
engine_1923,2024-11-02 10:20:16.861694,107,208,275,83,27
engine_1924,2024-11-02 10:20:16.861694,88,285,238,259,264
engine_1925,2024-08-14 10:20:16.861694,209,70,240,92,207
engine_1926,2024-09-25 10:20:16.861694,137,207,92,199,85
engine_1927,2024-08-09 10:20:16.861694,45,241,14,246,179
engine_1928,2024-08-08 10:20:16.861694,19,124,194,275,296
engine_1929,2024-08-04 10:20:16.861694,26,64,224,32,218
engine_1930,2024-08-17 10:20:16.861694,175,5,122,292,49
engine_1931,2024-10-23 10:20:16.861694,179,295,17,76,232
engine_1932,2024-10-06 10:20:16.861694,124,189,24,216,3
engine_1933,2024-08-28 10:20:16.861694,59,85,180,122,27
engine_1934,2024-09-04 10:20:16.861694,65,284,69,183,154
engine_1935,2024-08-28 10:20:16.861694,136,161,95,202,13
engine_1936,2024-10-11 10:20:16.861694,142,156,112,163,152
engine_1937,2024-09-20 10:20:16.861694,198,33,92,231,225
engine_1938,2024-09-19 10:20:16.861694,26,156,202,226,291
engine_1939,2024-08-07 10:20:16.861694,223,61,72,290,190
engine_1940,2024-10-27 10:20:16.861694,246,1,233,143,137
engine_1941,2024-08-29 10:20:16.861694,183,147,38,22,7
engine_1942,2024-09-21 10:20:16.861694,255,30,55,260,227
engine_1943,2024-09-05 10:20:16.861694,40,125,247,231,215
engine_1944,2024-08-15 10:20:16.861694,188,86,250,76,46
engine_1945,2024-10-19 10:20:16.861694,94,106,199,50,148
engine_1946,2024-09-15 10:20:16.861694,84,285,137,247,29
engine_1947,2024-10-26 10:20:16.861694,205,3,123,31,17
engine_1948,2024-08-05 10:20:16.861694,208,263,228,91,114
engine_1949,2024-08-28 10:20:16.861694,115,109,184,171,214
engine_1950,2024-09-20 10:20:16.861694,210,45,298,245,120
engine_1951,2024-08-29 10:20:16.861694,51,96,61,242,144
engine_1952,2024-11-01 10:20:16.861694,121,166,230,290,207
engine_1953,2024-10-19 10:20:16.861694,27,276,116,5,279
engine_1954,2024-08-04 10:20:16.861694,278,160,16,240,187
engine_1955,2024-08-17 10:20:16.861694,285,101,250,196,61
engine_1956,2024-08-12 10:20:16.861694,116,207,20,34,269
engine_1957,2024-10-30 10:20:16.861694,191,243,44,235,120
engine_1958,2024-09-22 10:20:16.861694,202,28,66,231,225
engine_1959,2024-10-25 10:20:16.861694,22,150,168,17,57
engine_1960,2024-08-06 10:20:16.861694,212,230,36,140,268
engine_1961,2024-09-11 10:20:16.861694,295,237,228,203,74
engine_1962,2024-08-14 10:20:16.861694,2,150,112,71,173
engine_1963,2024-10-06 10:20:16.861694,178,298,103,59,261
engine_1964,2024-09-15 10:20:16.861694,213,25,138,157,275
engine_1965,2024-10-24 10:20:16.861694,21,194,191,134,252
engine_1966,2024-10-23 10:20:16.861694,145,189,97,28,42
engine_1967,2024-10-18 10:20:16.861694,115,253,282,289,282
engine_1968,2024-09-22 10:20:16.861694,168,260,104,75,4
engine_1969,2024-08-04 10:20:16.861694,214,155,187,264,131
engine_1970,2024-10-12 10:20:16.861694,44,128,247,214,287
engine_1971,2024-09-30 10:20:16.861694,101,22,38,254,242
engine_1972,2024-10-27 10:20:16.861694,69,102,187,108,292
engine_1973,2024-10-16 10:20:16.861694,149,89,10,174,266
engine_1974,2024-10-13 10:20:16.861694,273,96,58,22,101
engine_1975,2024-08-26 10:20:16.861694,184,248,86,280,63
engine_1976,2024-10-08 10:20:16.861694,116,223,62,111,203
engine_1977,2024-09-12 10:20:16.861694,214,210,154,24,201
engine_1978,2024-08-16 10:20:16.861694,213,228,242,25,295
engine_1979,2024-10-24 10:20:16.861694,37,252,79,260,133
engine_1980,2024-09-15 10:20:16.861694,123,13,82,76,37
engine_1981,2024-10-16 10:20:16.861694,34,239,94,223,86
engine_1982,2024-11-02 10:20:16.861694,96,235,261,196,218
engine_1983,2024-09-19 10:20:16.861694,239,172,57,23,219
engine_1984,2024-08-15 10:20:16.861694,200,50,81,81,253
engine_1985,2024-09-25 10:20:16.861694,85,168,37,89,153
engine_1986,2024-10-30 10:20:16.861694,194,163,164,84,86
engine_1987,2024-09-17 10:20:16.861694,221,143,298,19,79
engine_1988,2024-08-26 10:20:16.861694,229,57,262,155,243
engine_1989,2024-10-01 10:20:16.861694,51,163,146,239,234
engine_1990,2024-09-17 10:20:16.861694,67,197,74,200,143
engine_1991,2024-08-04 10:20:16.861694,280,127,240,51,198
engine_1992,2024-07-29 10:20:16.861694,38,246,61,210,176
engine_1993,2024-09-14 10:20:16.861694,295,189,56,250,74
engine_1994,2024-09-30 10:20:16.861694,106,265,80,58,163
engine_1995,2024-10-14 10:20:16.861694,231,280,130,54,87
engine_1996,2024-10-27 10:20:16.861694,156,72,196,188,74
engine_1997,2024-09-08 10:20:16.861694,67,203,72,103,14
engine_1998,2024-10-18 10:20:16.861694,5,145,19,80,291
engine_1999,2024-10-06 10:20:16.861694,69,209,44,132,130
engine_2000,2024-07-27 10:20:16.861694,199,264,265,273,256
engine_2001,2024-09-19 10:20:16.861694,215,50,201,75,69
engine_2002,2024-09-21 10:20:16.861694,141,295,272,128,56
engine_2003,2024-08-20 10:20:16.861694,4,23,136,163,66
engine_2004,2024-08-30 10:20:16.861694,72,263,283,280,16
engine_2005,2024-09-26 10:20:16.861694,52,112,82,176,174
engine_2006,2024-09-19 10:20:16.861694,151,232,78,4,171
engine_2007,2024-08-30 10:20:16.861694,264,72,155,147,249
engine_2008,2024-09-10 10:20:16.861694,181,64,207,110,181
engine_2009,2024-10-12 10:20:16.861694,37,284,99,88,43
engine_2010,2024-07-31 10:20:16.861694,10,230,256,85,97
engine_2011,2024-10-07 10:20:16.861694,211,65,98,38,296
engine_2012,2024-08-23 10:20:16.861694,87,167,228,238,92
engine_2013,2024-10-03 10:20:16.861694,285,73,38,222,25
engine_2014,2024-08-24 10:20:16.861694,183,20,141,129,119
engine_2015,2024-08-10 10:20:16.861694,124,280,212,164,161
engine_2016,2024-09-23 10:20:16.861694,60,41,143,264,220
engine_2017,2024-09-14 10:20:16.861694,226,122,251,48,110
engine_2018,2024-08-14 10:20:16.861694,245,74,121,110,85
engine_2019,2024-10-14 10:20:16.861694,8,159,6,133,114
engine_2020,2024-07-30 10:20:16.861694,16,28,19,224,275
engine_2021,2024-10-18 10:20:16.861694,213,166,10,45,151
engine_2022,2024-08-21 10:20:16.861694,77,48,6,252,248
engine_2023,2024-10-05 10:20:16.861694,82,289,136,161,184
engine_2024,2024-07-30 10:20:16.861694,101,63,77,81,30
engine_2025,2024-08-07 10:20:16.861694,123,184,287,235,206
engine_2026,2024-08-20 10:20:16.861694,296,290,132,244,3
engine_2027,2024-08-15 10:20:16.861694,74,94,209,235,283
engine_2028,2024-09-24 10:20:16.861694,187,87,244,24,163
engine_2029,2024-08-29 10:20:16.861694,111,83,279,248,140
engine_2030,2024-08-29 10:20:16.861694,264,223,253,8,160
engine_2031,2024-09-29 10:20:16.861694,102,214,91,55,261
engine_2032,2024-09-20 10:20:16.861694,204,262,110,79,210
engine_2033,2024-09-13 10:20:16.861694,15,69,296,144,6
engine_2034,2024-09-09 10:20:16.861694,116,173,208,156,216
engine_2035,2024-09-30 10:20:16.861694,226,146,205,262,179
engine_2036,2024-09-29 10:20:16.861694,11,15,269,261,133
engine_2037,2024-08-13 10:20:16.861694,161,171,18,128,187
engine_2038,2024-09-13 10:20:16.861694,66,209,106,111,114
engine_2039,2024-08-12 10:20:16.861694,173,257,107,14,150
engine_2040,2024-08-12 10:20:16.861694,33,97,184,23,263
engine_2041,2024-08-23 10:20:16.861694,118,272,295,253,270
engine_2042,2024-08-23 10:20:16.861694,10,138,190,288,166
engine_2043,2024-09-02 10:20:16.861694,131,217,269,281,154
engine_2044,2024-10-13 10:20:16.861694,160,27,284,157,223
engine_2045,2024-11-01 10:20:16.861694,244,257,188,213,234
engine_2046,2024-10-03 10:20:16.861694,82,102,253,218,231
engine_2047,2024-08-22 10:20:16.861694,194,39,172,58,269
engine_2048,2024-09-28 10:20:16.861694,7,36,109,257,194
engine_2049,2024-09-17 10:20:16.861694,235,204,114,291,28
engine_2050,2024-08-14 10:20:16.861694,205,270,92,160,225
engine_2051,2024-09-30 10:20:16.861694,269,271,183,86,244
engine_2052,2024-10-12 10:20:16.861694,42,281,159,113,70
engine_2053,2024-10-20 10:20:16.861694,6,134,175,59,174
engine_2054,2024-09-23 10:20:16.861694,169,220,178,288,95
engine_2055,2024-09-18 10:20:16.861694,38,8,161,32,62
engine_2056,2024-08-28 10:20:16.861694,44,117,101,91,16
engine_2057,2024-10-16 10:20:16.861694,184,273,260,202,158
engine_2058,2024-08-15 10:20:16.861694,271,285,148,89,134
engine_2059,2024-10-08 10:20:16.861694,118,54,264,249,140
engine_2060,2024-08-16 10:20:16.861694,82,222,111,253,41
engine_2061,2024-09-03 10:20:16.861694,185,70,198,145,183
engine_2062,2024-08-12 10:20:16.861694,293,137,4,149,252
engine_2063,2024-08-15 10:20:16.861694,220,69,177,16,101
engine_2064,2024-08-20 10:20:16.861694,229,23,243,125,233
engine_2065,2024-08-22 10:20:16.861694,99,105,7,98,105
engine_2066,2024-09-24 10:20:16.861694,210,289,82,262,140
engine_2067,2024-09-20 10:20:16.861694,176,6,184,87,154
engine_2068,2024-08-08 10:20:16.861694,32,192,106,78,155
engine_2069,2024-08-13 10:20:16.861694,240,66,98,173,33
engine_2070,2024-08-20 10:20:16.861694,99,240,118,171,34
engine_2071,2024-08-26 10:20:16.861694,108,293,43,282,72
engine_2072,2024-10-31 10:20:16.861694,220,256,117,200,275
engine_2073,2024-08-05 10:20:16.861694,71,105,284,140,136
engine_2074,2024-09-21 10:20:16.861694,5,100,27,124,53
engine_2075,2024-09-26 10:20:16.861694,137,135,188,239,199
engine_2076,2024-08-23 10:20:16.861694,89,184,226,218,117
engine_2077,2024-09-22 10:20:16.861694,228,186,32,105,25
engine_2078,2024-08-29 10:20:16.861694,103,95,238,53,182
engine_2079,2024-08-29 10:20:16.861694,179,290,60,203,264
engine_2080,2024-08-09 10:20:16.861694,255,288,194,262,124
engine_2081,2024-08-30 10:20:16.861694,114,231,21,52,79
engine_2082,2024-08-28 10:20:16.861694,210,58,293,108,66
engine_2083,2024-07-26 10:20:16.861694,197,159,181,252,18
engine_2084,2024-10-01 10:20:16.861694,276,256,62,254,183
engine_2085,2024-07-30 10:20:16.861694,268,4,106,224,99
engine_2086,2024-10-25 10:20:16.861694,21,49,86,228,172
engine_2087,2024-10-27 10:20:16.861694,247,102,39,286,169
engine_2088,2024-10-04 10:20:16.861694,163,6,33,215,183
engine_2089,2024-09-06 10:20:16.861694,53,149,243,112,222
engine_2090,2024-08-25 10:20:16.861694,209,183,10,239,178
engine_2091,2024-08-05 10:20:16.861694,160,160,131,205,39
engine_2092,2024-08-01 10:20:16.861694,8,66,282,164,143
engine_2093,2024-10-07 10:20:16.861694,8,154,243,276,110
engine_2094,2024-10-18 10:20:16.861694,208,196,45,95,296
engine_2095,2024-09-09 10:20:16.861694,237,106,113,71,201
engine_2096,2024-09-21 10:20:16.861694,145,284,255,217,167
engine_2097,2024-09-21 10:20:16.861694,195,235,19,69,64
engine_2098,2024-08-26 10:20:16.861694,41,129,145,70,57
engine_2099,2024-10-23 10:20:16.861694,64,249,234,222,209
engine_2100,2024-10-16 10:20:16.861694,272,237,204,231,119
engine_2101,2024-09-05 10:20:16.861694,39,289,101,28,78
engine_2102,2024-09-21 10:20:16.861694,193,228,30,288,250
engine_2103,2024-10-10 10:20:16.861694,29,26,144,288,68
engine_2104,2024-10-10 10:20:16.861694,153,129,29,242,243
engine_2105,2024-09-29 10:20:16.861694,236,271,95,186,107
engine_2106,2024-10-13 10:20:16.861694,58,182,70,147,64
engine_2107,2024-09-07 10:20:16.861694,244,82,253,100,168
engine_2108,2024-09-10 10:20:16.861694,115,281,11,145,8
engine_2109,2024-08-07 10:20:16.861694,91,169,213,57,247
engine_2110,2024-10-20 10:20:16.861694,9,103,49,154,91
engine_2111,2024-08-24 10:20:16.861694,262,259,36,100,151
engine_2112,2024-09-26 10:20:16.861694,89,48,42,203,131
engine_2113,2024-09-21 10:20:16.861694,13,271,188,198,13
engine_2114,2024-09-04 10:20:16.861694,8,261,234,215,9
engine_2115,2024-08-23 10:20:16.861694,236,106,131,99,122
engine_2116,2024-10-15 10:20:16.861694,208,80,41,39,272
engine_2117,2024-10-16 10:20:16.861694,54,22,62,208,9
engine_2118,2024-09-06 10:20:16.861694,49,120,162,3,252
engine_2119,2024-09-18 10:20:16.861694,210,108,46,151,229
engine_2120,2024-10-07 10:20:16.861694,146,149,50,163,282
engine_2121,2024-10-14 10:20:16.861694,225,262,239,214,172
engine_2122,2024-08-21 10:20:16.861694,122,86,256,259,290
engine_2123,2024-08-24 10:20:16.861694,256,127,270,40,222
engine_2124,2024-10-26 10:20:16.861694,264,72,1,28,187
engine_2125,2024-10-19 10:20:16.861694,21,101,25,3,7
engine_2126,2024-07-28 10:20:16.861694,166,232,248,258,53
engine_2127,2024-08-19 10:20:16.861694,180,220,192,38,239
engine_2128,2024-10-14 10:20:16.861694,32,106,191,278,105
engine_2129,2024-08-09 10:20:16.861694,245,41,196,62,259
engine_2130,2024-09-10 10:20:16.861694,127,172,116,224,229
engine_2131,2024-09-15 10:20:16.861694,96,11,108,198,179
engine_2132,2024-11-02 10:20:16.861694,137,195,138,23,268
engine_2133,2024-10-26 10:20:16.861694,43,247,211,222,124
engine_2134,2024-09-03 10:20:16.861694,33,232,150,256,216
engine_2135,2024-08-22 10:20:16.861694,264,104,43,29,267
engine_2136,2024-08-24 10:20:16.861694,197,243,9,11,125
engine_2137,2024-09-16 10:20:16.861694,175,14,51,18,141
engine_2138,2024-08-26 10:20:16.861694,49,34,138,244,4
engine_2139,2024-08-21 10:20:16.861694,261,213,129,298,233
engine_2140,2024-08-02 10:20:16.861694,3,227,28,89,283
engine_2141,2024-09-12 10:20:16.861694,258,269,63,105,272
engine_2142,2024-07-30 10:20:16.861694,265,271,217,72,2
engine_2143,2024-09-12 10:20:16.861694,90,168,59,28,290
engine_2144,2024-08-26 10:20:16.861694,225,191,195,41,125
engine_2145,2024-08-11 10:20:16.861694,246,149,176,40,156
engine_2146,2024-10-20 10:20:16.861694,209,265,296,61,69
engine_2147,2024-10-04 10:20:16.861694,64,140,247,277,269
engine_2148,2024-09-10 10:20:16.861694,135,211,281,200,220
engine_2149,2024-08-21 10:20:16.861694,178,216,146,51,34
engine_2150,2024-08-18 10:20:16.861694,236,257,143,268,126
engine_2151,2024-08-10 10:20:16.861694,202,86,9,178,29
engine_2152,2024-09-06 10:20:16.861694,221,209,212,262,49
engine_2153,2024-08-23 10:20:16.861694,254,106,132,110,173
engine_2154,2024-09-24 10:20:16.861694,22,97,246,99,163
engine_2155,2024-09-23 10:20:16.861694,77,240,192,121,40
engine_2156,2024-08-16 10:20:16.861694,66,32,84,53,203
engine_2157,2024-10-29 10:20:16.861694,167,146,132,207,244
engine_2158,2024-08-15 10:20:16.861694,31,168,272,56,259
engine_2159,2024-10-03 10:20:16.861694,191,289,168,132,77
engine_2160,2024-10-19 10:20:16.861694,153,98,203,242,234
engine_2161,2024-08-31 10:20:16.861694,296,114,148,13,86
engine_2162,2024-10-29 10:20:16.861694,143,186,58,94,53
engine_2163,2024-10-23 10:20:16.861694,119,17,102,201,70
engine_2164,2024-09-29 10:20:16.861694,202,206,195,71,78
engine_2165,2024-08-25 10:20:16.861694,197,236,148,117,134
engine_2166,2024-09-26 10:20:16.861694,163,149,227,92,281
engine_2167,2024-10-24 10:20:16.861694,296,39,87,18,163
engine_2168,2024-09-03 10:20:16.861694,264,202,167,27,207
engine_2169,2024-08-23 10:20:16.861694,283,54,28,275,45
engine_2170,2024-08-07 10:20:16.861694,127,184,209,112,185
engine_2171,2024-09-20 10:20:16.861694,281,180,151,46,90
engine_2172,2024-10-16 10:20:16.861694,269,90,254,100,160
engine_2173,2024-10-15 10:20:16.861694,92,3,161,52,261
engine_2174,2024-08-08 10:20:16.861694,267,211,208,48,241
engine_2175,2024-08-18 10:20:16.861694,188,232,204,28,200
engine_2176,2024-09-02 10:20:16.861694,28,179,213,38,57
engine_2177,2024-09-11 10:20:16.861694,260,50,274,171,98
engine_2178,2024-08-30 10:20:16.861694,269,85,181,74,65
engine_2179,2024-10-30 10:20:16.861694,182,31,241,98,143
engine_2180,2024-08-12 10:20:16.861694,104,193,260,61,86
engine_2181,2024-08-11 10:20:16.861694,113,108,236,225,31
engine_2182,2024-08-19 10:20:16.861694,151,155,128,63,5
engine_2183,2024-09-25 10:20:16.861694,244,154,64,40,76
engine_2184,2024-09-28 10:20:16.861694,158,192,264,263,199
engine_2185,2024-08-16 10:20:16.861694,162,266,295,28,202
engine_2186,2024-08-22 10:20:16.861694,59,187,297,11,133
engine_2187,2024-09-05 10:20:16.861694,151,9,267,9,190
engine_2188,2024-08-31 10:20:16.861694,14,212,171,182,133
engine_2189,2024-09-24 10:20:16.861694,240,164,8,87,25
engine_2190,2024-09-10 10:20:16.861694,98,154,71,80,144
engine_2191,2024-10-17 10:20:16.861694,277,154,139,70,51
engine_2192,2024-08-12 10:20:16.861694,199,110,10,30,47
engine_2193,2024-09-22 10:20:16.861694,60,221,23,142,218
engine_2194,2024-08-01 10:20:16.861694,159,252,173,99,86
engine_2195,2024-09-26 10:20:16.861694,141,37,217,296,203
engine_2196,2024-08-27 10:20:16.861694,200,95,295,277,256
engine_2197,2024-09-07 10:20:16.861694,21,178,115,171,34
engine_2198,2024-09-29 10:20:16.861694,123,201,235,227,197
engine_2199,2024-08-04 10:20:16.861694,65,235,151,245,186
engine_2200,2024-10-03 10:20:16.861694,119,104,183,295,202
engine_2201,2024-10-13 10:20:16.861694,255,261,13,218,5
engine_2202,2024-10-09 10:20:16.861694,188,43,283,298,227
engine_2203,2024-10-21 10:20:16.861694,223,9,237,76,6
engine_2204,2024-10-30 10:20:16.861694,70,83,63,25,15
engine_2205,2024-10-21 10:20:16.861694,123,14,216,296,213
engine_2206,2024-09-06 10:20:16.861694,90,31,5,26,9
engine_2207,2024-10-29 10:20:16.861694,138,161,250,54,168
engine_2208,2024-10-01 10:20:16.861694,271,163,290,293,221
engine_2209,2024-10-31 10:20:16.861694,277,190,163,44,174
engine_2210,2024-09-14 10:20:16.861694,81,29,40,38,136
engine_2211,2024-09-27 10:20:16.861694,64,238,234,215,152
engine_2212,2024-10-27 10:20:16.861694,15,76,22,100,273
engine_2213,2024-07-31 10:20:16.861694,289,265,128,85,175
engine_2214,2024-09-16 10:20:16.861694,253,98,283,71,172
engine_2215,2024-09-29 10:20:16.861694,169,267,234,230,272
engine_2216,2024-08-08 10:20:16.861694,69,245,133,205,47
engine_2217,2024-07-27 10:20:16.861694,31,134,118,117,58
engine_2218,2024-09-08 10:20:16.861694,17,42,288,199,34
engine_2219,2024-09-21 10:20:16.861694,56,201,161,49,187
engine_2220,2024-08-06 10:20:16.861694,76,197,289,101,124
engine_2221,2024-08-07 10:20:16.861694,95,179,163,96,273
engine_2222,2024-09-03 10:20:16.861694,206,8,131,144,216
engine_2223,2024-07-27 10:20:16.861694,78,202,111,176,30
engine_2224,2024-10-20 10:20:16.861694,130,157,186,24,224
engine_2225,2024-07-26 10:20:16.861694,24,219,7,195,274
engine_2226,2024-07-29 10:20:16.861694,118,12,221,91,18
engine_2227,2024-10-10 10:20:16.861694,5,261,242,100,41
engine_2228,2024-09-21 10:20:16.861694,94,189,92,67,247
engine_2229,2024-09-16 10:20:16.861694,164,257,154,192,213
engine_2230,2024-10-24 10:20:16.861694,108,113,274,218,250
engine_2231,2024-10-12 10:20:16.861694,287,150,67,206,202
engine_2232,2024-09-10 10:20:16.861694,212,294,45,197,127
engine_2233,2024-10-02 10:20:16.861694,213,277,113,70,162
engine_2234,2024-09-23 10:20:16.861694,236,65,173,123,29
engine_2235,2024-09-16 10:20:16.861694,267,111,129,131,65
engine_2236,2024-08-23 10:20:16.861694,221,38,207,262,122
engine_2237,2024-09-06 10:20:16.861694,77,142,241,158,81
engine_2238,2024-10-16 10:20:16.861694,273,242,141,279,272
engine_2239,2024-10-22 10:20:16.861694,157,150,131,271,34
engine_2240,2024-09-08 10:20:16.861694,72,167,136,262,135
engine_2241,2024-08-05 10:20:16.861694,230,26,226,127,90
engine_2242,2024-10-07 10:20:16.861694,12,136,188,223,278
engine_2243,2024-09-23 10:20:16.861694,91,266,236,24,152
engine_2244,2024-08-12 10:20:16.861694,181,254,77,251,291
engine_2245,2024-10-04 10:20:16.861694,203,150,31,163,155
engine_2246,2024-09-15 10:20:16.861694,203,148,81,17,138
engine_2247,2024-09-15 10:20:16.861694,139,274,82,153,162
engine_2248,2024-08-22 10:20:16.861694,72,199,205,222,62
engine_2249,2024-09-23 10:20:16.861694,250,72,292,72,22
engine_2250,2024-10-27 10:20:16.861694,51,186,126,13,262
engine_2251,2024-09-03 10:20:16.861694,232,48,130,109,208
engine_2252,2024-08-03 10:20:16.861694,115,93,180,190,180
engine_2253,2024-08-15 10:20:16.861694,228,116,225,100,106
engine_2254,2024-10-10 10:20:16.861694,142,273,148,186,138
engine_2255,2024-10-04 10:20:16.861694,79,204,123,209,75
engine_2256,2024-09-15 10:20:16.861694,27,107,248,274,104
engine_2257,2024-08-20 10:20:16.861694,4,110,56,114,248
engine_2258,2024-09-28 10:20:16.861694,191,230,148,17,244
engine_2259,2024-07-26 10:20:16.861694,291,34,55,183,33
engine_2260,2024-09-14 10:20:16.861694,18,4,197,126,172
engine_2261,2024-09-20 10:20:16.861694,172,264,234,142,57
engine_2262,2024-09-29 10:20:16.861694,74,19,206,99,49
engine_2263,2024-10-11 10:20:16.861694,36,30,175,76,111
engine_2264,2024-10-13 10:20:16.861694,265,285,6,56,292
engine_2265,2024-09-25 10:20:16.861694,109,111,165,273,66
engine_2266,2024-09-26 10:20:16.861694,97,19,176,159,155
engine_2267,2024-09-01 10:20:16.861694,253,244,2,234,2
engine_2268,2024-09-09 10:20:16.861694,108,31,50,65,16
engine_2269,2024-09-03 10:20:16.861694,281,39,190,236,222
engine_2270,2024-10-12 10:20:16.866652,275,100,165,153,38
engine_2271,2024-08-27 10:20:16.866652,179,222,40,183,144
engine_2272,2024-09-03 10:20:16.866652,219,91,96,163,70
engine_2273,2024-08-27 10:20:16.866652,84,176,234,38,192
engine_2274,2024-08-13 10:20:16.866652,59,87,199,283,101
